age,place_of_birth,citydistrict,gender,time
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Nuussuaq,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Quassussuup Tungaa,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Greenland,Qinngorput,Male,2019
1,Outside Greenland,Nuussuaq,Male,2019
1,Outside Greenland,Nuussuaq,Male,2019
1,Outside Greenland,Quassussuup Tungaa,Male,2019
1,Outside Greenland,Quassussuup Tungaa,Male,2019
1,Outside Greenland,Quassussuup Tungaa,Male,2019
1,Outside Greenland,Qinngorput,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuuk,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Nuussuaq,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Quassussuup Tungaa,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Greenland,Qinngorput,Male,2019
2,Outside Greenland,Nuuk,Male,2019
2,Outside Greenland,Nuuk,Male,2019
2,Outside Greenland,Nuuk,Male,2019
2,Outside Greenland,Nuuk,Male,2019
2,Outside Greenland,Nuussuaq,Male,2019
2,Outside Greenland,Quassussuup Tungaa,Male,2019
2,Outside Greenland,Quassussuup Tungaa,Male,2019
2,Outside Greenland,Qinngorput,Male,2019
2,Outside Greenland,Qinngorput,Male,2019
2,Outside Greenland,Qinngorput,Male,2019
2,Outside Greenland,Qinngorput,Male,2019
2,Outside Greenland,Qinngorput,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuuk,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Nuussuaq,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Quassussuup Tungaa,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Greenland,Qinngorput,Male,2019
3,Outside Greenland,Nuuk,Male,2019
3,Outside Greenland,Nuuk,Male,2019
3,Outside Greenland,Nuuk,Male,2019
3,Outside Greenland,Nuuk,Male,2019
3,Outside Greenland,Nuuk,Male,2019
3,Outside Greenland,Nuuk,Male,2019
3,Outside Greenland,Nuuk,Male,2019
3,Outside Greenland,Quassussuup Tungaa,Male,2019
3,Outside Greenland,Quassussuup Tungaa,Male,2019
3,Outside Greenland,Quassussuup Tungaa,Male,2019
3,Outside Greenland,Quassussuup Tungaa,Male,2019
3,Outside Greenland,Quassussuup Tungaa,Male,2019
3,Outside Greenland,Qinngorput,Male,2019
3,Outside Greenland,Qinngorput,Male,2019
3,Outside Greenland,Qinngorput,Male,2019
3,Outside Greenland,Qinngorput,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuuk,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Nuussuaq,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Quassussuup Tungaa,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Greenland,Qinngorput,Male,2019
4,Outside Greenland,Nuuk,Male,2019
4,Outside Greenland,Nuuk,Male,2019
4,Outside Greenland,Nuuk,Male,2019
4,Outside Greenland,Nuuk,Male,2019
4,Outside Greenland,Nuuk,Male,2019
4,Outside Greenland,Nuussuaq,Male,2019
4,Outside Greenland,Nuussuaq,Male,2019
4,Outside Greenland,Nuussuaq,Male,2019
4,Outside Greenland,Quassussuup Tungaa,Male,2019
4,Outside Greenland,Quassussuup Tungaa,Male,2019
4,Outside Greenland,Quassussuup Tungaa,Male,2019
4,Outside Greenland,Quassussuup Tungaa,Male,2019
4,Outside Greenland,Qinngorput,Male,2019
4,Outside Greenland,Qinngorput,Male,2019
4,Outside Greenland,Qinngorput,Male,2019
4,Outside Greenland,Qinngorput,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
5,Greenland,Nuuk,Male,2019
